happiness_rank,year,country,region,happiness_score,gdp_percapita,life_expectancy,family,freedom,generosity,government_corruption
66,2018,Kosovo,Central and Eastern Europe,5.662,0.855,0.578,1.23,0.448,0.274,0.023
67,2018,"Moldova, Republic of",Central and Eastern Europe,5.64,0.657,0.62,1.301,0.232,0.171,0.0
68,2018,Turkmenistan,Central and Eastern Europe,5.636,1.016,0.517,1.533,0.417,0.199,0.037
69,2018,Hungary,Central and Eastern Europe,5.62,1.171,0.732,1.401,0.259,0.061,0.022
70,2018,Libya,Middle East and Northern Africa,5.566,0.985,0.553,1.35,0.496,0.116,0.148
71,2018,Philippines,Southeastern Asia,5.524,0.775,0.513,1.312,0.643,0.12,0.105
72,2018,Honduras,Latin America and Caribbean,5.504,0.62,0.622,1.205,0.459,0.197,0.074
73,2018,Belarus,Central and Eastern Europe,5.483,1.039,0.7,1.498,0.307,0.101,0.154
74,2018,Turkey,Middle East and Northern Africa,5.483,1.148,0.686,1.38,0.324,0.106,0.109
75,2018,Pakistan,Southern Asia,5.472,0.652,0.424,0.81,0.334,0.216,0.113
76,2018,Hong Kong,Eastern Asia,5.43,1.405,1.03,1.29,0.524,0.246,0.291
77,2018,Portugal,Western Europe,5.41,1.188,0.884,1.429,0.562,0.055,0.017
78,2018,Serbia,Central and Eastern Europe,5.398,0.975,0.685,1.369,0.288,0.134,0.043
79,2018,Greece,Western Europe,5.358,1.154,0.879,1.202,0.131,0.0,0.044
80,2018,Lebanon,Middle East and Northern Africa,5.358,0.965,0.785,1.179,0.503,0.214,0.136
81,2018,Montenegro,Central and Eastern Europe,5.347,1.017,0.729,1.279,0.259,0.111,0.081
82,2018,Croatia,Central and Eastern Europe,5.321,1.115,0.737,1.161,0.38,0.12,0.039
83,2018,Dominican Republic,Latin America and Caribbean,5.302,0.982,0.614,1.441,0.578,0.12,0.106
84,2018,Algeria,Middle East and Northern Africa,5.295,0.979,0.687,1.154,0.077,0.055,0.135
85,2018,Morocco,Middle East and Northern Africa,5.254,0.779,0.669,0.797,0.46,0.026,0.074
86,2018,China,Eastern Asia,5.246,0.989,0.799,1.142,0.597,0.029,0.103
87,2018,Azerbaijan,Central and Eastern Europe,5.201,1.024,0.603,1.161,0.43,0.031,0.176
88,2018,Tajikistan,Central and Eastern Europe,5.199,0.474,0.598,1.166,0.292,0.187,0.034
89,2018,Macedonia,Central and Eastern Europe,5.185,0.959,0.691,1.239,0.394,0.173,0.052
90,2018,Jordan,Middle East and Northern Africa,5.161,0.822,0.645,1.265,0.468,0.13,0.134
91,2018,Nigeria,Sub-Saharan Africa,5.155,0.689,0.048,1.172,0.462,0.201,0.032
92,2018,Kyrgyzstan,Central and Eastern Europe,5.131,0.53,0.594,1.416,0.54,0.281,0.035
93,2018,Bosnia and Herzegovina,Central and Eastern Europe,5.129,0.915,0.758,1.078,0.28,0.216,0.0
94,2018,Mongolia,Eastern Asia,5.125,0.914,0.575,1.517,0.395,0.253,0.032
95,2018,Viet Nam,Southeastern Asia,5.103,0.715,0.702,1.365,0.618,0.177,0.079
96,2018,Indonesia,Southeastern Asia,5.093,0.899,0.522,1.215,0.538,0.484,0.018
97,2018,Bhutan,Southern Asia,5.082,0.796,0.527,1.335,0.541,0.364,0.171
98,2018,Somalia,Sub-Saharan Africa,4.982,0.0,0.115,0.712,0.674,0.238,0.282
99,2018,Cameroon,Sub-Saharan Africa,4.975,0.535,0.182,0.891,0.454,0.183,0.043
100,2018,Bulgaria,Central and Eastern Europe,4.933,1.054,0.712,1.515,0.359,0.064,0.009
101,2018,Nepal,Southern Asia,4.88,0.425,0.539,1.228,0.526,0.302,0.078
102,2018,"Venezuela, Bolivarian Republic of",Latin America and Caribbean,4.806,0.996,0.657,1.469,0.133,0.056,0.052
103,2018,Gabon,Sub-Saharan Africa,4.758,1.036,0.404,1.164,0.356,0.032,0.052
104,2018,Palestinian Territories,Middle East and Northern Africa,4.743,0.642,0.602,1.217,0.266,0.086,0.076
105,2018,South Africa,Sub-Saharan Africa,4.724,0.94,0.33,1.41,0.516,0.103,0.056
106,2018,"Iran, Islamic Republic of",Middle East and Northern Africa,4.707,1.059,0.691,0.771,0.459,0.282,0.129
107,2018,Ivory Coast,Sub-Saharan Africa,4.671,0.541,0.08,0.872,0.467,0.146,0.103
108,2018,Ghana,Sub-Saharan Africa,4.657,0.592,0.337,0.896,0.499,0.212,0.029
109,2018,Senegal,Sub-Saharan Africa,4.631,0.429,0.433,1.117,0.406,0.138,0.082
110,2018,Lao People's Democratic Republic,Southeastern Asia,4.623,0.72,0.441,1.034,0.626,0.23,0.174
111,2018,Tunisia,Middle East and Northern Africa,4.592,0.9,0.69,0.906,0.271,0.04,0.063
112,2018,Albania,Central and Eastern Europe,4.586,0.916,0.79,0.817,0.419,0.149,0.032
113,2018,Sierra Leone,Sub-Saharan Africa,4.571,0.256,0.0,0.813,0.355,0.238,0.053
114,2018,Congo (Brazzaville),Sub-Saharan Africa,4.559,0.682,0.343,0.811,0.514,0.091,0.077
115,2018,Bangladesh,Southern Asia,4.5,0.532,0.579,0.85,0.58,0.153,0.144
116,2018,Sri Lanka,Southern Asia,4.471,0.918,0.672,1.314,0.585,0.307,0.05
117,2018,Iraq,Middle East and Northern Africa,4.456,1.01,0.536,0.971,0.304,0.148,0.095
118,2018,Mali,Sub-Saharan Africa,4.447,0.37,0.152,1.233,0.367,0.139,0.056
119,2018,Namibia,Sub-Saharan Africa,4.441,0.874,0.365,1.281,0.519,0.051,0.064
120,2018,Cambodia,Southeastern Asia,4.433,0.549,0.457,1.088,0.696,0.256,0.065
121,2018,Burkina Faso,Sub-Saharan Africa,4.424,0.314,0.254,1.097,0.312,0.175,0.128
122,2018,Egypt,Middle East and Northern Africa,4.419,0.885,0.553,1.025,0.312,0.092,0.107
123,2018,Mozambique,Sub-Saharan Africa,4.417,0.198,0.173,0.902,0.531,0.206,0.158
124,2018,Kenya,Sub-Saharan Africa,4.41,0.493,0.454,1.048,0.504,0.352,0.055
125,2018,Zambia,Sub-Saharan Africa,4.377,0.562,0.295,1.047,0.503,0.221,0.082
126,2018,Mauritania,Sub-Saharan Africa,4.356,0.557,0.292,1.245,0.129,0.134,0.093
127,2018,Ethiopia,Sub-Saharan Africa,4.35,0.308,0.391,0.95,0.452,0.22,0.146
128,2018,Georgia,Central and Eastern Europe,4.34,0.853,0.643,0.592,0.375,0.038,0.215
129,2018,Armenia,Central and Eastern Europe,4.321,0.816,0.666,0.99,0.26,0.077,0.028
130,2018,Myanmar,Southeastern Asia,4.308,0.682,0.429,1.174,0.58,0.598,0.178
131,2018,Chad,Sub-Saharan Africa,4.301,0.358,0.053,0.907,0.189,0.181,0.06
132,2018,Congo (Kinshasa),Sub-Saharan Africa,4.245,0.069,0.204,1.136,0.312,0.197,0.052
133,2018,India,Southern Asia,4.19,0.721,0.485,0.747,0.539,0.172,0.093
134,2018,Niger,Sub-Saharan Africa,4.166,0.131,0.221,0.867,0.39,0.175,0.099
135,2018,Uganda,Sub-Saharan Africa,4.161,0.322,0.237,1.09,0.45,0.259,0.061
136,2018,Benin,Sub-Saharan Africa,4.141,0.378,0.24,0.372,0.44,0.163,0.067
137,2018,Sudan,Sub-Saharan Africa,4.139,0.605,0.312,1.24,0.016,0.134,0.082
138,2018,Ukraine,Central and Eastern Europe,4.103,0.793,0.609,1.413,0.163,0.187,0.011
139,2018,Togo,Sub-Saharan Africa,3.999,0.259,0.253,0.474,0.434,0.158,0.101
140,2018,Guinea,Sub-Saharan Africa,3.964,0.344,0.211,0.792,0.394,0.185,0.094
141,2018,Lesotho,Sub-Saharan Africa,3.808,0.472,0.079,1.215,0.423,0.116,0.112
142,2018,Angola,Sub-Saharan Africa,3.795,0.73,0.269,1.125,0.0,0.079,0.061
143,2018,Madagascar,Sub-Saharan Africa,3.774,0.262,0.402,0.908,0.221,0.155,0.049
144,2018,Zimbabwe,Sub-Saharan Africa,3.692,0.357,0.248,1.094,0.406,0.132,0.099
145,2018,Afghanistan,Southern Asia,3.632,0.332,0.255,0.537,0.085,0.191,0.036
146,2018,Botswana,Sub-Saharan Africa,3.59,1.017,0.417,1.174,0.557,0.042,0.092
147,2018,Malawi,Sub-Saharan Africa,3.587,0.186,0.306,0.541,0.531,0.21,0.08
148,2018,Haiti,Latin America and Caribbean,3.582,0.315,0.289,0.714,0.025,0.392,0.104
149,2018,Liberia,Sub-Saharan Africa,3.495,0.076,0.267,0.858,0.419,0.206,0.03
150,2018,Syrian Arab Republic,Middle East and Northern Africa,3.462,0.689,0.539,0.382,0.088,0.376,0.144
151,2018,Rwanda,Sub-Saharan Africa,3.408,0.332,0.4,0.896,0.636,0.2,0.444
152,2018,Yemen,Middle East and Northern Africa,3.355,0.442,0.343,1.073,0.244,0.083,0.064
153,2018,"Tanzania, United Republic of",Sub-Saharan Africa,3.303,0.455,0.381,0.991,0.481,0.27,0.097
154,2018,South Sudan,Sub-Saharan Africa,3.254,0.337,0.177,0.608,0.112,0.224,0.106
155,2018,Central African Republic,Sub-Saharan Africa,3.083,0.024,0.01,0.0,0.305,0.218,0.038
156,2018,Burundi,Sub-Saharan Africa,2.905,0.091,0.145,0.627,0.065,0.149,0.076
1,2019,Finland,Western Europe,7.769,1.34,0.986,1.587,0.596,0.153,0.393
2,2019,Denmark,Western Europe,7.6,1.383,0.996,1.573,0.592,0.252,0.41
3,2019,Norway,Western Europe,7.554,1.488,1.028,1.582,0.603,0.271,0.341
4,2019,Iceland,Western Europe,7.494,1.38,1.026,1.624,0.591,0.354,0.118
5,2019,Netherlands,Western Europe,7.488,1.396,0.999,1.522,0.557,0.322,0.298
6,2019,Switzerland,Western Europe,7.48,1.452,1.052,1.526,0.572,0.263,0.343
7,2019,Sweden,Western Europe,7.343,1.387,1.009,1.487,0.574,0.267,0.373
8,2019,New Zealand,Australia and New Zealand,7.307,1.303,1.026,1.557,0.585,0.33,0.38
9,2019,Canada,North America,7.278,1.365,1.039,1.505,0.584,0.285,0.308
10,2019,Austria,Western Europe,7.246,1.376,1.016,1.475,0.532,0.244,0.226
11,2019,Australia,Australia and New Zealand,7.228,1.372,1.036,1.548,0.557,0.332,0.29
12,2019,Costa Rica,Latin America and Caribbean,7.167,1.034,0.963,1.441,0.558,0.144,0.093
13,2019,Israel,Middle East and Northern Africa,7.139,1.276,1.029,1.455,0.371,0.261,0.082
14,2019,Luxembourg,Western Europe,7.09,1.609,1.012,1.479,0.526,0.194,0.316
15,2019,United Kingdom,Western Europe,7.054,1.333,0.996,1.538,0.45,0.348,0.278
16,2019,Ireland,Western Europe,7.021,1.499,0.999,1.553,0.516,0.298,0.31
17,2019,Germany,Western Europe,6.985,1.373,0.987,1.454,0.495,0.261,0.265
18,2019,Belgium,Western Europe,6.923,1.356,0.986,1.504,0.473,0.16,0.21
19,2019,United States,North America,6.892,1.433,0.874,1.457,0.454,0.28,0.128
20,2019,Czechia,Central and Eastern Europe,6.852,1.269,0.92,1.487,0.457,0.046,0.036
21,2019,United Arab Emirates,Middle East and Northern Africa,6.825,1.503,0.825,1.31,0.598,0.262,0.182
22,2019,Malta,Western Europe,6.726,1.3,0.999,1.52,0.564,0.375,0.151
23,2019,Mexico,Latin America and Caribbean,6.595,1.07,0.861,1.323,0.433,0.074,0.073
24,2019,France,Western Europe,6.592,1.324,1.045,1.472,0.436,0.111,0.183
25,2019,"Taiwan, Province of China",Eastern Asia,6.446,1.368,0.914,1.43,0.351,0.242,0.097
26,2019,Chile,Latin America and Caribbean,6.444,1.159,0.92,1.369,0.357,0.187,0.056
27,2019,Guatemala,Latin America and Caribbean,6.436,0.8,0.746,1.269,0.535,0.175,0.078
28,2019,Saudi Arabia,Middle East and Northern Africa,6.375,1.403,0.795,1.357,0.439,0.08,0.132
29,2019,Qatar,Middle East and Northern Africa,6.374,1.684,0.871,1.313,0.555,0.22,0.167
30,2019,Spain,Western Europe,6.354,1.286,1.062,1.484,0.362,0.153,0.079
31,2019,Panama,Latin America and Caribbean,6.321,1.149,0.91,1.442,0.516,0.109,0.054
32,2019,Brazil,Latin America and Caribbean,6.3,1.004,0.802,1.439,0.39,0.099,0.086
33,2019,Uruguay,Latin America and Caribbean,6.293,1.124,0.891,1.465,0.523,0.127,0.15
34,2019,Singapore,Southeastern Asia,6.262,1.572,1.141,1.463,0.556,0.271,0.453
35,2019,El Salvador,Latin America and Caribbean,6.253,0.794,0.789,1.242,0.43,0.093,0.074
36,2019,Italy,Western Europe,6.223,1.294,1.039,1.488,0.231,0.158,0.03
37,2019,Bahrain,Middle East and Northern Africa,6.199,1.362,0.871,1.368,0.536,0.255,0.11
38,2019,Slovakia,Central and Eastern Europe,6.198,1.246,0.881,1.504,0.334,0.121,0.014
39,2019,Trinidad and Tobago,Latin America and Caribbean,6.192,1.231,0.713,1.477,0.489,0.185,0.016
40,2019,Poland,Central and Eastern Europe,6.182,1.206,0.884,1.438,0.483,0.117,0.05
41,2019,Uzbekistan,Central and Eastern Europe,6.174,0.745,0.756,1.529,0.631,0.322,0.24
42,2019,Lithuania,Central and Eastern Europe,6.149,1.238,0.818,1.515,0.291,0.043,0.042
43,2019,Colombia,Latin America and Caribbean,6.125,0.985,0.841,1.41,0.47,0.099,0.034
44,2019,Slovenia,Central and Eastern Europe,6.118,1.258,0.953,1.523,0.564,0.144,0.057
45,2019,Nicaragua,Latin America and Caribbean,6.105,0.694,0.835,1.325,0.435,0.2,0.127
46,2019,Kosovo,Central and Eastern Europe,6.1,0.882,0.758,1.232,0.489,0.262,0.006
47,2019,Argentina,Latin America and Caribbean,6.086,1.092,0.881,1.432,0.471,0.066,0.05
48,2019,Romania,Central and Eastern Europe,6.07,1.162,0.825,1.232,0.462,0.083,0.005
49,2019,Cyprus,Western Europe,6.046,1.263,1.042,1.223,0.406,0.19,0.041
50,2019,Ecuador,Latin America and Caribbean,6.028,0.912,0.868,1.312,0.498,0.126,0.087
51,2019,Kuwait,Middle East and Northern Africa,6.021,1.5,0.808,1.319,0.493,0.142,0.097
52,2019,Thailand,Southeastern Asia,6.008,1.05,0.828,1.409,0.557,0.359,0.028
53,2019,Latvia,Central and Eastern Europe,5.94,1.187,0.812,1.465,0.264,0.075,0.064
54,2019,"Korea, Republic of",Eastern Asia,5.895,1.301,1.036,1.219,0.159,0.175,0.056
55,2019,Estonia,Central and Eastern Europe,5.893,1.237,0.874,1.528,0.495,0.103,0.161
56,2019,Jamaica,Latin America and Caribbean,5.89,0.831,0.831,1.478,0.49,0.107,0.028
57,2019,Mauritius,Sub-Saharan Africa,5.888,1.12,0.798,1.402,0.498,0.215,0.06
58,2019,Japan,Eastern Asia,5.886,1.327,1.088,1.419,0.445,0.069,0.14
59,2019,Honduras,Latin America and Caribbean,5.86,0.642,0.828,1.236,0.507,0.246,0.078
60,2019,Kazakhstan,Central and Eastern Europe,5.809,1.173,0.729,1.508,0.41,0.146,0.096
61,2019,"Bolivia, Plurinational State of",Latin America and Caribbean,5.779,0.776,0.706,1.209,0.511,0.137,0.064
62,2019,Hungary,Central and Eastern Europe,5.758,1.201,0.828,1.41,0.199,0.081,0.02
63,2019,Paraguay,Latin America and Caribbean,5.743,0.855,0.777,1.475,0.514,0.184,0.08
64,2019,Cyprus,Middle East and Northern Africa,5.718,1.263,1.042,1.252,0.417,0.191,0.162
65,2019,Peru,Latin America and Caribbean,5.697,0.96,0.854,1.274,0.455,0.083,0.027
66,2019,Portugal,Western Europe,5.693,1.221,0.999,1.431,0.508,0.047,0.025
67,2019,Pakistan,Southern Asia,5.653,0.677,0.535,0.886,0.313,0.22,0.098
68,2019,Russia,Central and Eastern Europe,5.648,1.183,0.726,1.452,0.334,0.082,0.031
69,2019,Philippines,Southeastern Asia,5.631,0.807,0.657,1.293,0.558,0.117,0.107
70,2019,Serbia,Central and Eastern Europe,5.603,1.004,0.854,1.383,0.282,0.137,0.039
71,2019,"Moldova, Republic of",Central and Eastern Europe,5.529,0.685,0.739,1.328,0.245,0.181,0.0
72,2019,Libya,Middle East and Northern Africa,5.525,1.044,0.673,1.303,0.416,0.133,0.152
73,2019,Montenegro,Central and Eastern Europe,5.523,1.051,0.871,1.361,0.197,0.142,0.08
74,2019,Tajikistan,Central and Eastern Europe,5.467,0.493,0.718,1.098,0.389,0.23,0.144
75,2019,Croatia,Central and Eastern Europe,5.432,1.155,0.914,1.266,0.296,0.119,0.022
76,2019,Hong Kong,Eastern Asia,5.43,1.438,1.122,1.277,0.44,0.258,0.287
77,2019,Dominican Republic,Latin America and Caribbean,5.425,1.015,0.779,1.401,0.497,0.113,0.101
78,2019,Bosnia and Herzegovina,Central and Eastern Europe,5.386,0.945,0.845,1.212,0.212,0.263,0.006
79,2019,Turkey,Middle East and Northern Africa,5.373,1.183,0.808,1.36,0.195,0.083,0.106
80,2019,Malaysia,Southeastern Asia,5.339,1.221,0.828,1.171,0.508,0.26,0.024
81,2019,Belarus,Central and Eastern Europe,5.323,1.067,0.789,1.465,0.235,0.094,0.142
82,2019,Greece,Western Europe,5.287,1.181,0.999,1.156,0.067,0.0,0.034
83,2019,Mongolia,Eastern Asia,5.285,0.948,0.667,1.531,0.317,0.235,0.038
84,2019,North Macedonia,Central and Eastern Europe,5.274,0.983,0.838,1.294,0.345,0.185,0.034
85,2019,Nigeria,Sub-Saharan Africa,5.265,0.696,0.245,1.111,0.426,0.215,0.041
86,2019,Kyrgyzstan,Central and Eastern Europe,5.261,0.551,0.723,1.438,0.508,0.3,0.023
87,2019,Turkmenistan,Central and Eastern Europe,5.247,1.052,0.657,1.538,0.394,0.244,0.028
88,2019,Algeria,Middle East and Northern Africa,5.211,1.002,0.785,1.16,0.086,0.073,0.114
89,2019,Morocco,Middle East and Northern Africa,5.208,0.801,0.782,0.782,0.418,0.036,0.076
90,2019,Azerbaijan,Central and Eastern Europe,5.208,1.043,0.769,1.147,0.351,0.035,0.182
91,2019,Lebanon,Middle East and Northern Africa,5.197,0.987,0.815,1.224,0.216,0.166,0.027
92,2019,Indonesia,Southeastern Asia,5.192,0.931,0.66,1.203,0.491,0.498,0.028
93,2019,China,Eastern Asia,5.191,1.029,0.893,1.125,0.521,0.058,0.1
94,2019,Viet Nam,Southeastern Asia,5.175,0.741,0.851,1.346,0.543,0.147,0.073
95,2019,Bhutan,Southern Asia,5.082,0.813,0.604,1.321,0.457,0.37,0.167
96,2019,Cameroon,Sub-Saharan Africa,5.044,0.549,0.331,0.91,0.381,0.187,0.037
97,2019,Bulgaria,Central and Eastern Europe,5.011,1.092,0.815,1.513,0.311,0.081,0.004
98,2019,Ghana,Sub-Saharan Africa,4.996,0.611,0.486,0.868,0.381,0.245,0.04
99,2019,Ivory Coast,Sub-Saharan Africa,4.944,0.569,0.232,0.808,0.352,0.154,0.09
100,2019,Nepal,Southern Asia,4.913,0.446,0.677,1.226,0.439,0.285,0.089
101,2019,Jordan,Middle East and Northern Africa,4.906,0.837,0.815,1.225,0.383,0.11,0.13
102,2019,Benin,Sub-Saharan Africa,4.883,0.393,0.397,0.437,0.349,0.175,0.082
103,2019,Congo (Brazzaville),Sub-Saharan Africa,4.812,0.673,0.508,0.799,0.372,0.105,0.093
104,2019,Gabon,Sub-Saharan Africa,4.799,1.057,0.571,1.183,0.295,0.043,0.055
105,2019,Lao People's Democratic Republic,Southeastern Asia,4.796,0.764,0.551,1.03,0.547,0.266,0.164
106,2019,South Africa,Sub-Saharan Africa,4.722,0.96,0.469,1.351,0.389,0.13,0.055
107,2019,Albania,Central and Eastern Europe,4.719,0.947,0.874,0.848,0.383,0.178,0.027
108,2019,"Venezuela, Bolivarian Republic of",Latin America and Caribbean,4.707,0.96,0.805,1.427,0.154,0.064,0.047
109,2019,Cambodia,Southeastern Asia,4.7,0.574,0.637,1.122,0.609,0.232,0.062
110,2019,Palestinian Territories,Middle East and Northern Africa,4.696,0.657,0.672,1.247,0.225,0.103,0.066
111,2019,Senegal,Sub-Saharan Africa,4.681,0.45,0.571,1.134,0.292,0.153,0.072
112,2019,Somalia,Sub-Saharan Africa,4.668,0.0,0.268,0.698,0.559,0.243,0.27
113,2019,Namibia,Sub-Saharan Africa,4.639,0.879,0.477,1.313,0.401,0.07,0.056
114,2019,Niger,Sub-Saharan Africa,4.628,0.138,0.366,0.774,0.318,0.188,0.102
115,2019,Burkina Faso,Sub-Saharan Africa,4.587,0.331,0.38,1.056,0.255,0.177,0.113
116,2019,Armenia,Central and Eastern Europe,4.559,0.85,0.815,1.055,0.283,0.095,0.064
117,2019,"Iran, Islamic Republic of",Middle East and Northern Africa,4.548,1.1,0.785,0.842,0.305,0.27,0.125
118,2019,Guinea,Sub-Saharan Africa,4.534,0.38,0.375,0.829,0.332,0.207,0.086
119,2019,Georgia,Central and Eastern Europe,4.519,0.886,0.752,0.666,0.346,0.043,0.164
120,2019,Gambia,Sub-Saharan Africa,4.516,0.308,0.428,0.939,0.382,0.269,0.167
121,2019,Kenya,Sub-Saharan Africa,4.509,0.512,0.581,0.983,0.431,0.372,0.053
122,2019,Mauritania,Sub-Saharan Africa,4.49,0.57,0.489,1.167,0.066,0.106,0.088
123,2019,Mozambique,Sub-Saharan Africa,4.466,0.204,0.39,0.986,0.494,0.197,0.138
124,2019,Tunisia,Middle East and Northern Africa,4.461,0.921,0.815,1.0,0.167,0.059,0.055
125,2019,Bangladesh,Southern Asia,4.456,0.562,0.723,0.928,0.527,0.166,0.143
126,2019,Iraq,Middle East and Northern Africa,4.437,1.043,0.574,0.98,0.241,0.148,0.089
127,2019,Congo (Kinshasa),Sub-Saharan Africa,4.418,0.094,0.357,1.125,0.269,0.212,0.053
128,2019,Mali,Sub-Saharan Africa,4.39,0.385,0.308,1.105,0.327,0.153,0.052
129,2019,Sierra Leone,Sub-Saharan Africa,4.374,0.268,0.242,0.841,0.309,0.252,0.045
130,2019,Sri Lanka,Southern Asia,4.366,0.949,0.831,1.265,0.47,0.244,0.047
131,2019,Myanmar,Southeastern Asia,4.36,0.71,0.555,1.181,0.525,0.566,0.172
132,2019,Chad,Sub-Saharan Africa,4.35,0.35,0.192,0.766,0.174,0.198,0.078
133,2019,Ukraine,Central and Eastern Europe,4.332,0.82,0.739,1.39,0.178,0.187,0.01
134,2019,Ethiopia,Sub-Saharan Africa,4.286,0.336,0.532,1.033,0.344,0.209,0.1
135,2019,Swaziland,Sub-Saharan Africa,4.212,0.811,0.0,1.149,0.313,0.074,0.135
136,2019,Uganda,Sub-Saharan Africa,4.189,0.332,0.443,1.069,0.356,0.252,0.06
137,2019,Egypt,Middle East and Northern Africa,4.166,0.913,0.644,1.039,0.241,0.076,0.067
138,2019,Zambia,Sub-Saharan Africa,4.107,0.578,0.426,1.058,0.431,0.247,0.087
139,2019,Togo,Sub-Saharan Africa,4.085,0.275,0.41,0.572,0.293,0.177,0.085
140,2019,India,Southern Asia,4.015,0.755,0.588,0.765,0.498,0.2,0.085
141,2019,Liberia,Sub-Saharan Africa,3.975,0.073,0.443,0.922,0.37,0.233,0.033
142,2019,Comoros,Sub-Saharan Africa,3.973,0.274,0.505,0.757,0.142,0.275,0.078
143,2019,Madagascar,Sub-Saharan Africa,3.933,0.274,0.555,0.916,0.148,0.169,0.041
144,2019,Lesotho,Sub-Saharan Africa,3.802,0.489,0.168,1.169,0.359,0.107,0.093
145,2019,Burundi,Sub-Saharan Africa,3.775,0.046,0.38,0.447,0.22,0.176,0.18
146,2019,Zimbabwe,Sub-Saharan Africa,3.663,0.366,0.433,1.114,0.361,0.151,0.089
147,2019,Haiti,Latin America and Caribbean,3.597,0.323,0.449,0.688,0.026,0.419,0.11
148,2019,Botswana,Sub-Saharan Africa,3.488,1.041,0.538,1.145,0.455,0.025,0.1
149,2019,Syrian Arab Republic,Middle East and Northern Africa,3.462,0.619,0.44,0.378,0.013,0.331,0.141
150,2019,Malawi,Sub-Saharan Africa,3.41,0.191,0.495,0.56,0.443,0.218,0.089
151,2019,Yemen,Middle East and Northern Africa,3.38,0.287,0.463,1.163,0.143,0.108,0.077
152,2019,Rwanda,Sub-Saharan Africa,3.334,0.359,0.614,0.711,0.555,0.217,0.411
153,2019,"Tanzania, United Republic of",Sub-Saharan Africa,3.231,0.476,0.499,0.885,0.417,0.276,0.147
154,2019,Afghanistan,Southern Asia,3.203,0.35,0.361,0.517,0.0,0.158,0.025
155,2019,Central African Republic,Sub-Saharan Africa,3.083,0.026,0.105,0.0,0.225,0.235,0.035
156,2019,South Sudan,Sub-Saharan Africa,2.853,0.306,0.295,0.575,0.01,0.202,0.091
